76000 0
77000 0
78000 0
79000 0
80000 0
81000 0
82000 0
83000 0
84000 0
85000 0
86000 0
87000 0
88000 0
89000 0
90000 0
91000 0
92000 0
93000 0
94000 0
95000 0
96000 0
97000 0
98000 0
99000 0
100000 0
99.8% CPU
100000 0
101000 0.0016393412
102000 0.0023219491
103000 0.00092073465
104000 0.0023411189
105000 0.0038285595
106000 0.0022916159
107000 0.0025620369
108000 0.0040218137
109000 0.0022777078
110000 0.0013146666
111000 0.0027648879
112000 0.0016625274
113000 0.00033248358
114000 0.0022057267
115000 0.0025161557
116000 0.0014150053
117000 0.0035135302
118000 0.0053079241
119000 0.0056829717
120000 0.021613354
121000 0.017480464
122000 0.024482628
123000 0.034112203
124000 0.05217201
125000 0.029073724
126000 0.060983649
127000 0.036954197
128000 0.031545667
129000 0.021143774
130000 0.02662474
131000 0.046954964
132000 0.030281781
133000 0.051531192
134000 0.038613279
135000 0.049677953
136000 0.05697986
137000 0.044710398
138000 0.097592697
139000 0.040506292
140000 0.047557865
141000 0.04777342
142000 0.047058631
143000 0.042233501
144000 0.061679612
145000 0.036918074
146000 0.043082446
147000 0.038283889
148000 0.036389256
149000 0.022549219
150000 0.020969482
151000 0.064698191
152000 0.02811313
153000 0.034591663
154000 0.018900396
155000 0.018439922
156000 0.029429888
157000 0.033583086
158000 0.025698495
159000 0.064295949
160000 0.036081203
161000 0.040562062
162000 0.055319991
163000 0.036159122
164000 0.051702751
165000 0.055436776
166000 0.075158851
167000 0.073578891
168000 0.041742679
169000 0.048359713
170000 0.054604772
171000 0.063602799
172000 0.08849432
173000 0.040677043
174000 0.062419792
175000 0.093105521
176000 0.087585124
177000 0.069308313
178000 0.082944613
179000 0.074320078
180000 0.096505317
181000 0.054127685
182000 0.073705963
183000 0.08812293
184000 0.066970108
185000 0.091513008
186000 0.082446072
187000 0.071875061
188000 0.070277021
189000 0.040408179
190000 0.081467252
191000 0.047850765
192000 0.074419061
193000 0.059691167
194000 0.092583001
195000 0.060878794
196000 0.068584237
197000 0.047282254
198000 0.08567375
199000 0.055121239
200000 0.04258564
99.8% CPU
